COUNTRY,SUBBRAND,YEAR,MONTH,SCENARIO,FORECAST,FORECAST_YEAR,AMOUNT
Spain,Pepsi Regular (L3),2023,7,AI_forecast,AI_P07F,2023,153950.00458849146
Norway,Pepsi Regular (L3),2024,10,AI_forecast,AI_P08F,2023,31432.883768406988
Hungary,Lipton (L3),2023,9,AI_forecast,AI_P02F,2023,361894.20576612215
Spain,Pepsi Regular (L3),2025,1,AI_forecast,AI_P09F,2023,226947.8415137845
Netherlands,Lipton (L3),2024,9,AI_forecast,AI_P05F,2023,2094582.9839578846
Portugal,Lipton (L3),2024,6,AI_forecast,AI_PF,2023,926678.2282930033
Hungary,Pepsi Max (L3),2024,9,AI_forecast,AI_P06F,2023,478345.3877902197
Denmark,Pepsi Max (L3),2024,6,AI_forecast,AI_P08F,2023,2531456.660457453
Denmark,Pepsi Max (L3),2024,5,AI_forecast,AI_P10F,2023,3280292.460579424
Spain,Pepsi Max (L3),2024,12,AI_forecast,AI_P11F,2023,136225.59082436515
Great Britain,7up Free (L3),2024,5,AI_forecast,AI_P07F,2023,1191213.8894125388
Portugal,7up (L3),2025,2,AI_forecast,AI_P12F,2023,160860.2893083737
Czech,Pepsi Max (L3),2023,2,AI_forecast,AI_PF,2023,277151.6455881051
Netherlands,Pepsi Max (L3),2024,2,AI_forecast,AI_PF,2023,649411.9660297658
Norway,Mountain Dew (L3),2023,11,AI_forecast,AI_P11F,2023,5831.603613300662
Hungary,Lipton (L3),2023,6,AI_forecast,AI_P05F,2023,385490.00256941485
Norway,Pepsi Regular (L3),2023,10,AI_forecast,AI_P07F,2023,33810.66677638503
Denmark,Mountain Dew (L3),2024,8,AI_forecast,AI_P03F,2023,21886.961192514653
Norway,7up Free (L3),2024,6,AI_forecast,AI_P11F,2023,52131.311903728456
Great Britain,Pepsi Max (L3),2024,1,AI_forecast,AI_P02F,2023,8562297.171703408
Hungary,7up (L3),2024,1,AI_forecast,AI_P07F,2023,24276.768834551684
Netherlands,Pepsi Max (L3),2024,1,AI_forecast,AI_P08F,2023,871458.3074396639
Spain,Pepsi Regular (L3),2024,4,AI_forecast,AI_P06F,2023,107248.10974919413
Norway,Pepsi Max (L3),2023,3,AI_forecast,AI_PF,2023,2764471.567835058
Norway,Pepsi Regular (L3),2025,1,AI_forecast,AI_P09F,2023,15093.79724682624
Denmark,7up (L3),2025,1,AI_forecast,AI_P11F,2023,0.0
Italy,7up (L3),2023,9,AI_forecast,AI_P04F,2023,16481.988447750788
Netherlands,Pepsi Regular (L3),2024,5,AI_forecast,AI_P11F,2023,476383.1007890433
Hungary,Pepsi Max (L3),2024,10,AI_forecast,AI_P06F,2023,503563.5833011666
Great Britain,Pepsi Max (L3),2024,3,AI_forecast,AI_P07F,2023,1.0783790044564351E7
Great Britain,Lipton (L3),2023,12,AI_forecast,AI_P12F,2023,527996.2930415457
Great Britain,Pepsi Regular (L3),2024,11,AI_forecast,AI_P07F,2023,1218918.910649458
Hungary,Pepsi Regular (L3),2023,2,AI_forecast,AI_PF,2023,1012663.2412527518
Netherlands,Lipton (L3),2024,8,AI_forecast,AI_P05F,2023,2088544.7494154414
Norway,Pepsi Max (L3),2024,5,AI_forecast,AI_P10F,2023,2157211.72807707
Spain,Pepsi Max (L3),2024,10,AI_forecast,AI_P12F,2023,139474.86862802206
Norway,Lipton (L3),2024,6,AI_forecast,AI_P07F,2023,5768.906593562991
Denmark,7up Free (L3),2024,9,AI_forecast,AI_P09F,2023,52246.22538868208
Netherlands,Pepsi Regular (L3),2024,5,AI_forecast,AI_P12F,2023,339283.83658790606
Spain,7up (L3),2023,9,AI_forecast,AI_PF,2023,61430.54221843868
Hungary,Pepsi Max (L3),2023,11,AI_forecast,AI_P05F,2023,439793.34540087124
Great Britain,Lipton (L3),2024,11,AI_forecast,AI_P08F,2023,577183.2149715817
Czech,Pepsi Max (L3),2023,11,AI_forecast,AI_P07F,2023,379714.5309166906
Hungary,7up (L3),2024,8,AI_forecast,AI_P03F,2023,75683.69457472063
Great Britain,Mountain Dew (L3),2023,9,AI_forecast,AI_P03F,2023,237847.08539507232
Hungary,Lipton (L3),2023,9,AI_forecast,AI_P05F,2023,375129.61438325385
Norway,Pepsi Max (L3),2024,6,AI_forecast,AI_P07F,2023,3521902.9595053173
Spain,Pepsi Max (L3),2023,11,AI_forecast,AI_P08F,2023,113659.40806447943
Italy,Pepsi Regular (L3),2025,2,AI_forecast,AI_P11F,2023,1966345.6782495491
Hungary,7up (L3),2023,9,AI_forecast,AI_P07F,2023,38597.08151691298
Great Britain,7up (L3),2023,12,AI_forecast,AI_P11F,2023,184562.2474711881
Netherlands,Pepsi Max (L3),2024,2,AI_forecast,AI_P08F,2023,710477.6461908369
Norway,Pepsi Regular (L3),2023,6,AI_forecast,AI_P06F,2023,52218.13823741148
Norway,Pepsi Max (L3),2024,4,AI_forecast,AI_P06F,2023,2677086.889035113
Norway,Pepsi Max (L3),2024,5,AI_forecast,AI_P03F,2023,2650516.940927832
Denmark,7up (L3),2024,1,AI_forecast,AI_P10F,2023,0.0
Portugal,Pepsi Max (L3),2023,3,AI_forecast,AI_P02F,2023,160109.11191232072
Spain,7up (L3),2024,7,AI_forecast,AI_P07F,2023,112633.35425463365
Denmark,Pepsi Max (L3),2025,2,AI_forecast,AI_P11F,2023,2072013.0415063761
Hungary,Mountain Dew (L3),2024,4,AI_forecast,AI_P04F,2023,31167.13179605851
Italy,Pepsi Max (L3),2024,4,AI_forecast,AI_P10F,2023,188263.21690636632
Czech,Pepsi Regular (L3),2023,3,AI_forecast,AI_P03F,2023,1073322.6844665385
Hungary,Lipton (L3),2024,4,AI_forecast,AI_P07F,2023,254233.4056899234
Netherlands,7up (L3),2024,7,AI_forecast,AI_P12F,2023,167442.89619444776
Czech,Lipton (L3),2023,6,AI_forecast,AI_P05F,2023,335581.2571677713
Denmark,Pepsi Max (L3),2024,6,AI_forecast,AI_P08F,2023,2733053.003879669
Hungary,Pepsi Regular (L3),2024,8,AI_forecast,AI_P06F,2023,1225618.9896788143
Norway,Mountain Dew (L3),2024,1,AI_forecast,AI_P11F,2023,5239.013564849352
Netherlands,Pepsi Max (L3),2024,6,AI_forecast,AI_P03F,2023,1211797.7672543663
Netherlands,Pepsi Max (L3),2023,6,AI_forecast,AI_P05F,2023,1100602.078983012
Norway,Pepsi Max (L3),2024,2,AI_forecast,AI_P10F,2023,2337484.2989174617
Netherlands,Lipton (L3),2023,12,AI_forecast,AI_PF,2023,1534316.0755429354
Denmark,Mountain Dew (L3),2023,11,AI_forecast,AI_P03F,2023,15940.427221523867
Hungary,Pepsi Max (L3),2023,12,AI_forecast,AI_P02F,2023,463454.04143703723
Great Britain,Lipton (L3),2024,3,AI_forecast,AI_P06F,2023,545489.1818645383
Great Britain,7up Free (L3),2025,1,AI_forecast,AI_P09F,2023,1202569.4509774141
Czech,Pepsi Regular (L3),2024,8,AI_forecast,AI_P08F,2023,955797.7083313819
Spain,7up (L3),2024,9,AI_forecast,AI_P12F,2023,84169.3555010233
Great Britain,Lipton (L3),2023,6,AI_forecast,AI_P03F,2023,662438.2572605337
Portugal,Pepsi Regular (L3),2023,5,AI_forecast,AI_P04F,2023,198590.126325628
Czech,Pepsi Regular (L3),2024,1,AI_forecast,AI_PF,2023,737290.6159098361
Norway,Lipton (L3),2024,3,AI_forecast,AI_P05F,2023,2119.012307071199
Portugal,7up Free (L3),2024,11,AI_forecast,AI_P08F,2023,117006.2326789844
Netherlands,Pepsi Regular (L3),2024,11,AI_forecast,AI_P11F,2023,440883.69620292564
Great Britain,Pepsi Max (L3),2024,1,AI_forecast,AI_P04F,2023,8691367.439189235
Spain,7up (L3),2023,12,AI_forecast,AI_P11F,2023,93897.03218137799
Great Britain,Lipton (L3),2023,11,AI_forecast,AI_P08F,2023,534361.0180100442
Denmark,Pepsi Max (L3),2024,2,AI_forecast,AI_P11F,2023,2537341.910997751
Great Britain,Mountain Dew (L3),2024,3,AI_forecast,AI_P08F,2023,148064.8860382364
Spain,7up Free (L3),2025,4,AI_forecast,AI_P11F,2023,77864.85070145097
Denmark,Pepsi Max (L3),2023,12,AI_forecast,AI_P11F,2023,2802085.51168633
Netherlands,Pepsi Regular (L3),2023,6,AI_forecast,AI_PF,2023,565861.8920618485
Denmark,7up Free (L3),2023,11,AI_forecast,AI_PF,2023,14061.719678912441
Netherlands,Pepsi Regular (L3),2024,2,AI_forecast,AI_P05F,2023,487016.52602502104
Denmark,7up Free (L3),2023,12,AI_forecast,AI_PF,2023,13272.644529000016
Great Britain,Pepsi Max (L3),2024,6,AI_forecast,AI_P11F,2023,1.1293473387342079E7
Spain,7up (L3),2024,4,AI_forecast,AI_P12F,2023,59781.430689054694
Hungary,Pepsi Regular (L3),2024,8,AI_forecast,AI_P12F,2023,1208141.8566469657
Denmark,Pepsi Max (L3),2023,10,AI_forecast,AI_P10F,2023,2030319.8399214274
Great Britain,7up Free (L3),2023,5,AI_forecast,AI_P05F,2023,1454757.7865316954
Great Britain,7up Free (L3),2023,6,AI_forecast,AI_PF,2023,1725734.4909162133
Hungary,Pepsi Regular (L3),2024,6,AI_forecast,AI_P03F,2023,1319041.1278749225
Spain,Pepsi Max (L3),2025,2,AI_forecast,AI_P10F,2023,106257.7385378353
Great Britain,7up (L3),2024,6,AI_forecast,AI_P12F,2023,408241.3192589058
Netherlands,Lipton (L3),2023,9,AI_forecast,AI_P09F,2023,1504735.9305546172
Italy,7up (L3),2024,6,AI_forecast,AI_P09F,2023,23482.94159867863
Norway,Pepsi Max (L3),2025,1,AI_forecast,AI_P11F,2023,2024161.570392955
Norway,Pepsi Max (L3),2024,1,AI_forecast,AI_P09F,2023,2406866.084217147
Spain,7up Free (L3),2024,8,AI_forecast,AI_P11F,2023,101281.6644551965
Hungary,7up Free (L3),2024,4,AI_forecast,AI_P07F,2023,21014.482261243757
Norway,7up Free (L3),2024,8,AI_forecast,AI_P05F,2023,50616.88362601459
Great Britain,Mountain Dew (L3),2023,9,AI_forecast,AI_PF,2023,203949.1963940858
Czech,Pepsi Max (L3),2023,7,AI_forecast,AI_P02F,2023,383468.227417329
Great Britain,Mountain Dew (L3),2024,8,AI_forecast,AI_P05F,2023,214101.16926482425
Great Britain,7up (L3),2025,2,AI_forecast,AI_P09F,2023,0.0
Czech,7up (L3),2025,3,AI_forecast,AI_P12F,2023,52886.15007529506
Hungary,Lipton (L3),2024,3,AI_forecast,AI_P05F,2023,346415.39007520286
Czech,Pepsi Regular (L3),2024,1,AI_forecast,AI_P04F,2023,797574.1083995162
Czech,Pepsi Regular (L3),2024,3,AI_forecast,AI_P03F,2023,1038408.8551818487
Hungary,Pepsi Max (L3),2023,5,AI_forecast,AI_P03F,2023,604970.979335164
Great Britain,Lipton (L3),2024,3,AI_forecast,AI_P05F,2023,573301.2048403164
Denmark,Pepsi Max (L3),2023,4,AI_forecast,AI_PF,2023,2170766.864260064
Italy,Pepsi Regular (L3),2024,2,AI_forecast,AI_P04F,2023,1724416.048457733
Great Britain,7up (L3),2024,7,AI_forecast,AI_P08F,2023,204933.8089686588
Netherlands,Pepsi Max (L3),2023,7,AI_forecast,AI_P05F,2023,806533.4184502581
Netherlands,Mountain Dew (L3),2023,1,AI_forecast,AI_PF,2023,0.0
Netherlands,Lipton (L3),2023,11,AI_forecast,AI_P07F,2023,1668456.8544893574
Spain,Pepsi Regular (L3),2023,9,AI_forecast,AI_P09F,2023,152073.8527317553
Italy,Pepsi Max (L3),2023,10,AI_forecast,AI_P05F,2023,137510.88986429144
Norway,7up Free (L3),2024,11,AI_forecast,AI_P12F,2023,49476.325474640165
Great Britain,Pepsi Max (L3),2023,3,AI_forecast,AI_P02F,2023,1.193486971384961E7
Great Britain,Lipton (L3),2023,9,AI_forecast,AI_P06F,2023,681337.6259615414
Denmark,Pepsi Max (L3),2024,6,AI_forecast,AI_P09F,2023,2234010.5449572904
Spain,Pepsi Max (L3),2025,1,AI_forecast,AI_P08F,2023,143855.2905368705
Hungary,Pepsi Regular (L3),2023,6,AI_forecast,AI_P03F,2023,1415441.1413008457
Great Britain,Mountain Dew (L3),2024,2,AI_forecast,AI_P10F,2023,125694.13111595163
Great Britain,7up (L3),2024,8,AI_forecast,AI_P03F,2023,396664.2429946695
Czech,Pepsi Regular (L3),2024,4,AI_forecast,AI_P04F,2023,1018801.7239014055
Czech,Pepsi Regular (L3),2023,6,AI_forecast,AI_PF,2023,1192949.4374038144
Spain,Lipton (L3),2023,10,AI_forecast,AI_P09F,2023,12903.852762018098
Portugal,Pepsi Max (L3),2024,1,AI_forecast,AI_P12F,2023,167078.93551131347
Portugal,Pepsi Max (L3),2024,2,AI_forecast,AI_P07F,2023,204706.40530910162
Italy,Pepsi Max (L3),2024,9,AI_forecast,AI_P05F,2023,152287.6216589399
Great Britain,7up Free (L3),2023,10,AI_forecast,AI_PF,2023,1535365.3965472549
Denmark,7up (L3),2023,11,AI_forecast,AI_P11F,2023,0.0
Czech,Pepsi Regular (L3),2024,12,AI_forecast,AI_P10F,2023,1206239.5663127098
Norway,Lipton (L3),2024,7,AI_forecast,AI_P09F,2023,5974.352218138133
Great Britain,Pepsi Regular (L3),2023,9,AI_forecast,AI_P09F,2023,2155500.541021626
Great Britain,Mountain Dew (L3),2024,6,AI_forecast,AI_P04F,2023,152010.1226299917
Spain,Pepsi Max (L3),2024,3,AI_forecast,AI_P12F,2023,125324.46648939887
Great Britain,7up Free (L3),2024,1,AI_forecast,AI_P04F,2023,876955.0009419592
Norway,7up (L3),2023,9,AI_forecast,AI_P02F,2023,3369.9445131442153
Norway,Pepsi Regular (L3),2025,1,AI_forecast,AI_P11F,2023,18427.22382911372
Czech,Pepsi Regular (L3),2024,7,AI_forecast,AI_P03F,2023,1007678.5457784024
Norway,Pepsi Regular (L3),2024,8,AI_forecast,AI_P10F,2023,40729.49041507965
Denmark,Pepsi Max (L3),2024,9,AI_forecast,AI_P11F,2023,2131997.3140567997
Czech,Pepsi Regular (L3),2024,1,AI_forecast,AI_P04F,2023,785003.4501731806
Netherlands,Mountain Dew (L3),2023,6,AI_forecast,AI_P03F,2023,0.0
Spain,7up (L3),2024,5,AI_forecast,AI_P07F,2023,65237.02244965362
Spain,7up Free (L3),2024,8,AI_forecast,AI_P06F,2023,98857.12058178397
Norway,Pepsi Max (L3),2024,5,AI_forecast,AI_P11F,2023,2552475.016839128
Great Britain,Lipton (L3),2023,10,AI_forecast,AI_P04F,2023,597998.5642353004
Spain,Lipton (L3),2024,2,AI_forecast,AI_PF,2023,6024.579259826828
Netherlands,Mountain Dew (L3),2024,2,AI_forecast,AI_P10F,2023,0.0
Norway,Pepsi Max (L3),2025,4,AI_forecast,AI_P11F,2023,3311510.086971167
Portugal,Pepsi Regular (L3),2024,2,AI_forecast,AI_PF,2023,95964.36098022485
Norway,Pepsi Regular (L3),2023,11,AI_forecast,AI_P08F,2023,32219.565314339645
Great Britain,Pepsi Max (L3),2023,7,AI_forecast,AI_P07F,2023,1.2290233977869028E7
Hungary,Pepsi Max (L3),2023,9,AI_forecast,AI_PF,2023,537099.9805190907
Italy,Pepsi Regular (L3),2023,2,AI_forecast,AI_P02F,2023,1717388.4129732517
Hungary,Pepsi Regular (L3),2024,1,AI_forecast,AI_P11F,2023,1499392.1082336218
Portugal,7up (L3),2024,6,AI_forecast,AI_P08F,2023,423926.30020007427
Spain,Pepsi Max (L3),2024,8,AI_forecast,AI_P09F,2023,189266.79085810334
Great Britain,7up Free (L3),2023,12,AI_forecast,AI_PF,2023,1250989.6139961665
Netherlands,Pepsi Max (L3),2024,2,AI_forecast,AI_P02F,2023,818233.443439664
Spain,7up Free (L3),2024,2,AI_forecast,AI_P08F,2023,58140.195237262655
Denmark,Pepsi Regular (L3),2024,1,AI_forecast,AI_P06F,2023,176333.5556376577
Netherlands,Pepsi Max (L3),2025,2,AI_forecast,AI_P11F,2023,781847.1780529718
Norway,Pepsi Regular (L3),2024,1,AI_forecast,AI_P10F,2023,20007.6940013463
Great Britain,Pepsi Max (L3),2024,3,AI_forecast,AI_P10F,2023,1.1515490170523906E7
Norway,Pepsi Max (L3),2024,1,AI_forecast,AI_P08F,2023,2095208.1701658457
Italy,7up (L3),2023,5,AI_forecast,AI_P04F,2023,31469.909386896274
Netherlands,Mountain Dew (L3),2024,4,AI_forecast,AI_P08F,2023,0.0
Hungary,Pepsi Max (L3),2024,5,AI_forecast,AI_P12F,2023,572550.4242543525
Great Britain,7up (L3),2024,5,AI_forecast,AI_P02F,2023,276212.43768676266
Italy,7up (L3),2024,4,AI_forecast,AI_P11F,2023,11666.598283410103
Great Britain,7up (L3),2023,6,AI_forecast,AI_P05F,2023,149528.96474508164
Hungary,Pepsi Max (L3),2024,7,AI_forecast,AI_P07F,2023,582306.3048876952
Denmark,7up Free (L3),2024,3,AI_forecast,AI_P06F,2023,17048.52151883149
Hungary,Pepsi Max (L3),2024,5,AI_forecast,AI_P10F,2023,561669.3616410483
Netherlands,Pepsi Regular (L3),2023,12,AI_forecast,AI_P06F,2023,596153.6617336285
Hungary,Mountain Dew (L3),2023,10,AI_forecast,AI_P07F,2023,39856.80368144081
Great Britain,Pepsi Regular (L3),2023,10,AI_forecast,AI_P04F,2023,1669718.2694345382
Great Britain,Lipton (L3),2023,6,AI_forecast,AI_P03F,2023,631881.0348666743
Netherlands,Lipton (L3),2024,3,AI_forecast,AI_PF,2023,1413405.3629527595
Denmark,7up (L3),2024,7,AI_forecast,AI_P10F,2023,0.0
Spain,Pepsi Regular (L3),2023,8,AI_forecast,AI_P07F,2023,202739.80108432844
Norway,Pepsi Max (L3),2023,5,AI_forecast,AI_P03F,2023,2290106.720206532
Netherlands,Pepsi Regular (L3),2023,4,actual,null,null,448285.6438398625
Italy,Pepsi Regular (L3),2023,4,actual,null,null,2006110.3780828866
Great Britain,Mountain Dew (L3),2023,12,AI_forecast,AI_P05F,2023,145005.25645224738
Italy,Pepsi Regular (L3),2023,11,AI_forecast,AI_P07F,2023,1826403.9795887973
Netherlands,Pepsi Max (L3),2024,1,AI_forecast,AI_P07F,2023,740280.6836519232
Norway,Pepsi Max (L3),2025,1,AI_forecast,AI_P09F,2023,2297105.888655057
Hungary,Lipton (L3),2024,3,AI_forecast,AI_P12F,2023,265337.0878570881
Czech,Pepsi Regular (L3),2025,2,AI_forecast,AI_P09F,2023,753619.960878684
Netherlands,Lipton (L3),2024,7,AI_forecast,AI_P07F,2023,2158686.7528814487
Norway,7up Free (L3),2024,5,AI_forecast,AI_P09F,2023,46515.962358353885
Great Britain,Pepsi Regular (L3),2024,3,AI_forecast,AI_P12F,2023,1590491.3420502879
Great Britain,Lipton (L3),2023,11,AI_forecast,AI_P07F,2023,548748.128033629
Czech,Pepsi Regular (L3),2024,2,AI_forecast,AI_P08F,2023,740426.132075867
Spain,Pepsi Regular (L3),2023,11,AI_forecast,AI_P06F,2023,161822.96522624348
Czech,Pepsi Regular (L3),2024,9,AI_forecast,AI_P04F,2023,1028130.222945931
Portugal,Lipton (L3),2024,8,AI_forecast,AI_P08F,2023,1440753.3786814234
Spain,7up (L3),2024,11,AI_forecast,AI_P11F,2023,48570.60304019658
Great Britain,Pepsi Max (L3),2023,10,AI_forecast,AI_P03F,2023,1.0852104558956476E7
Spain,Pepsi Max (L3),2024,6,AI_forecast,AI_P09F,2023,126557.61189174664
Portugal,7up (L3),2024,4,AI_forecast,AI_P03F,2023,264519.11569569726
Netherlands,Pepsi Max (L3),2024,11,AI_forecast,AI_P09F,2023,794479.1298721491
Norway,Mountain Dew (L3),2025,1,AI_forecast,AI_P08F,2023,1084.2728623686198
Italy,7up (L3),2023,3,AI_forecast,AI_PF,2023,15002.315051766735
Hungary,Lipton (L3),2024,4,AI_forecast,AI_P11F,2023,289042.0919901232
Portugal,Pepsi Max (L3),2024,5,AI_forecast,AI_P04F,2023,218864.59267548897
Spain,Pepsi Max (L3),2023,12,AI_forecast,AI_P10F,2023,125813.17855109711
Spain,Lipton (L3),2024,6,AI_forecast,AI_P02F,2023,8304.477025446991
Netherlands,Pepsi Max (L3),2023,10,AI_forecast,AI_P10F,2023,1033730.5526183366
Spain,7up Free (L3),2024,5,AI_forecast,AI_P03F,2023,65937.02136328894
Netherlands,Lipton (L3),2024,1,AI_forecast,AI_P09F,2023,1238178.1325332872
Netherlands,Pepsi Regular (L3),2024,10,AI_forecast,AI_P11F,2023,568672.6502811952
Great Britain,Lipton (L3),2025,3,AI_forecast,AI_P10F,2023,707198.72313781
Great Britain,Pepsi Regular (L3),2024,3,AI_forecast,AI_P06F,2023,1614619.817690682
Great Britain,Pepsi Regular (L3),2025,3,AI_forecast,AI_P11F,2023,1014337.0773168945
Czech,Mountain Dew (L3),2023,8,AI_forecast,AI_P08F,2023,88348.51376281871
Great Britain,Mountain Dew (L3),2024,7,AI_forecast,AI_P03F,2023,220040.74809260198
Hungary,7up (L3),2024,2,AI_forecast,AI_P02F,2023,29768.67287194186
Hungary,Pepsi Regular (L3),2024,3,AI_forecast,AI_P06F,2023,1156182.017138932
Netherlands,Pepsi Max (L3),2024,3,AI_forecast,AI_P07F,2023,943832.381367599
Netherlands,Pepsi Max (L3),2023,12,AI_forecast,AI_PF,2023,906150.0308545304
Hungary,Lipton (L3),2023,5,AI_forecast,AI_P02F,2023,344145.4242523971
Netherlands,Mountain Dew (L3),2024,11,AI_forecast,AI_P07F,2023,0.0
Netherlands,Pepsi Regular (L3),2023,8,AI_forecast,AI_P06F,2023,576111.551987087
Great Britain,Lipton (L3),2024,2,AI_forecast,AI_P12F,2023,554434.2522119306
Denmark,Pepsi Max (L3),2024,4,AI_forecast,AI_P08F,2023,2153762.740606673
Denmark,Pepsi Max (L3),2024,5,AI_forecast,AI_P10F,2023,2785586.601130888
Great Britain,Lipton (L3),2024,12,AI_forecast,AI_P12F,2023,616096.0794368915
Denmark,Pepsi Max (L3),2023,8,AI_forecast,AI_P02F,2023,1558494.1202888512
Great Britain,Mountain Dew (L3),2024,3,AI_forecast,AI_P12F,2023,143377.8340944239
Czech,Pepsi Max (L3),2024,6,AI_forecast,AI_P06F,2023,487116.85805824754
Netherlands,Pepsi Max (L3),2023,5,AI_forecast,AI_P03F,2023,797233.9255760678
Spain,Lipton (L3),2024,5,AI_forecast,AI_P12F,2023,9179.760049094522
Spain,Pepsi Regular (L3),2024,12,AI_forecast,AI_P12F,2023,253313.9867523376
Norway,Pepsi Max (L3),2024,11,AI_forecast,AI_P12F,2023,2648695.1112967096
Norway,Pepsi Max (L3),2024,5,AI_forecast,AI_P05F,2023,2365436.1335687833
Netherlands,Lipton (L3),2024,4,AI_forecast,AI_PF,2023,1266693.2281885035
Spain,7up Free (L3),2024,2,AI_forecast,AI_P08F,2023,59331.81077853861
Portugal,7up Free (L3),2023,10,AI_forecast,AI_P09F,2023,116020.68653871646
Netherlands,Pepsi Regular (L3),2023,11,AI_forecast,AI_P02F,2023,427015.4351717252
Norway,7up Free (L3),2023,6,AI_forecast,AI_P06F,2023,42214.13747806371
Denmark,Pepsi Max (L3),2024,7,AI_forecast,AI_P02F,2023,1862851.3668634463
Czech,Lipton (L3),2024,6,AI_forecast,AI_P02F,2023,322335.74313991907
Great Britain,Pepsi Regular (L3),2024,6,AI_forecast,AI_P12F,2023,1186003.6987967296
Italy,Pepsi Max (L3),2023,12,AI_forecast,AI_P06F,2023,153313.76284111186
Czech,Lipton (L3),2024,2,AI_forecast,AI_P12F,2023,178704.09448782675
Hungary,7up (L3),2023,11,AI_forecast,AI_P04F,2023,57671.37691244841
Great Britain,7up (L3),2024,1,AI_forecast,AI_P03F,2023,214862.3463967963
Spain,Pepsi Regular (L3),2024,8,AI_forecast,AI_P08F,2023,184820.47614516306
Great Britain,Pepsi Max (L3),2024,6,AI_forecast,AI_P09F,2023,1.0464535182535393E7
Great Britain,Pepsi Max (L3),2024,6,AI_forecast,AI_PF,2023,1.059454583758964E7
Great Britain,Lipton (L3),2024,4,AI_forecast,AI_PF,2023,759604.1563026407
Netherlands,Pepsi Max (L3),2023,6,AI_forecast,AI_P04F,2023,982547.4709546274
Portugal,Pepsi Regular (L3),2024,3,AI_forecast,AI_P12F,2023,178703.71766366164
Netherlands,Pepsi Regular (L3),2024,3,AI_forecast,AI_P11F,2023,472846.0615227773
Great Britain,Pepsi Max (L3),2024,3,AI_forecast,AI_P09F,2023,1.1471021378489062E7
Denmark,Pepsi Max (L3),2024,7,AI_forecast,AI_P10F,2023,2974896.473479266
Denmark,Pepsi Regular (L3),2024,6,AI_forecast,AI_P03F,2023,158803.9252360425
Netherlands,Pepsi Max (L3),2023,7,AI_forecast,AI_P04F,2023,813645.9898018966
Spain,Pepsi Regular (L3),2024,2,AI_forecast,AI_P11F,2023,130458.20787805704
Denmark,7up (L3),2024,3,AI_forecast,AI_P06F,2023,0.0
Denmark,Pepsi Max (L3),2023,11,AI_forecast,AI_P08F,2023,2734167.8376767035
Denmark,Pepsi Max (L3),2024,3,AI_forecast,AI_P09F,2023,3631412.038597375
Norway,Lipton (L3),2023,8,AI_forecast,AI_P04F,2023,11628.22637914209
Great Britain,Pepsi Max (L3),2023,5,AI_forecast,AI_P02F,2023,1.2570088483129067E7
Hungary,Pepsi Max (L3),2024,2,AI_forecast,AI_P04F,2023,345365.6929097018
Netherlands,Pepsi Regular (L3),2024,11,AI_forecast,AI_P07F,2023,396456.2413548242
Italy,Pepsi Max (L3),2024,6,AI_forecast,AI_P02F,2023,163802.74014076273
Netherlands,7up Free (L3),2024,1,AI_forecast,AI_P08F,2023,113760.36627663502
Great Britain,Mountain Dew (L3),2024,10,AI_forecast,AI_P09F,2023,146082.0863119063
Hungary,Pepsi Regular (L3),2024,5,AI_forecast,AI_P08F,2023,1607551.1610591607
Norway,Mountain Dew (L3),2023,10,AI_forecast,AI_P08F,2023,5495.628172650395
Netherlands,7up (L3),2024,5,AI_forecast,AI_P05F,2023,123218.09756418239
Czech,Lipton (L3),2024,11,AI_forecast,AI_P08F,2023,228010.54980332893
Great Britain,Mountain Dew (L3),2024,4,AI_forecast,AI_P08F,2023,142969.09905681715
Hungary,Pepsi Regular (L3),2023,1,AI_forecast,AI_PF,2023,1516876.6860443384
Spain,7up Free (L3),2024,5,AI_forecast,AI_P04F,2023,67800.89004086397
Hungary,Lipton (L3),2023,12,AI_forecast,AI_P08F,2023,260275.45760052203
Czech,Pepsi Regular (L3),2024,8,AI_forecast,AI_P07F,2023,891117.1536719155
Netherlands,Pepsi Regular (L3),2025,2,AI_forecast,AI_P12F,2023,394922.0535303235
Netherlands,Pepsi Regular (L3),2024,8,AI_forecast,AI_P09F,2023,611505.2210304799
Denmark,Pepsi Max (L3),2024,6,AI_forecast,AI_P11F,2023,2314460.15377586
Czech,Pepsi Max (L3),2024,10,AI_forecast,AI_P10F,2023,345486.19000165793
Denmark,Pepsi Regular (L3),2024,5,AI_forecast,AI_PF,2023,194954.60619909482
Netherlands,Lipton (L3),2024,3,AI_forecast,AI_P09F,2023,1262690.9028693622
Denmark,Mountain Dew (L3),2025,4,AI_forecast,AI_P11F,2023,42451.15627752755
Great Britain,Lipton (L3),2023,11,AI_forecast,AI_P09F,2023,580220.6990385912
Italy,Pepsi Regular (L3),2024,4,AI_forecast,AI_P06F,2023,2105983.439403683
Great Britain,7up Free (L3),2024,1,AI_forecast,AI_P10F,2023,743993.1252217441
Norway,7up (L3),2024,6,AI_forecast,AI_P06F,2023,5217.173219591996
Great Britain,7up (L3),2023,12,AI_forecast,AI_P10F,2023,262929.30784964876
Norway,Pepsi Regular (L3),2024,5,AI_forecast,AI_P05F,2023,45469.44396476958
Italy,Pepsi Max (L3),2023,5,AI_forecast,AI_P05F,2023,159232.67504056176
Hungary,Pepsi Max (L3),2024,11,AI_forecast,AI_P10F,2023,253314.72806959169
